Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,MMSI,TIMESTAMP,LAT,LON,NAV_STATUS,SOG,COG,HEADING,RATE_OF_TURN,POSITION_ACCURACY,LENGTH
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,566762000,26/04/2018_11:22:50,21.19817,72.2683,Under way using engine,16.4,25.6,29,-1,HIGH QUALITY,
170,93.66279258,6244.186172,36536.92149,1,0.7,9,0.174928557,0.889645211,431177000,26/04/2018_11:22:51,16.42201,69.15524,Under way using engine,15.4,324.8,328,0,HIGH QUALITY,
193,126.089021,8405.934733,57068.59857,1,11.3,9,0.164174809,0.88974042,457791000,26/04/2018_11:22:52,21.10316,72.51617,Restricted manoeuverability,0,0,511,-128,LOW QUALITY,
67,9.97769946,665.179964,1270.360338,1,0.4,9,0.278642766,0.888563658,419000162,26/04/2018_11:22:52,19.33499,72.01701,Under way using engine,0,19.5,269,0,HIGH QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,419228000,26/04/2018_11:22:52,20.08201,71.97799,Restricted manoeuverability,0.7,346.6,260,-5,HIGH QUALITY,
92,21.64418334,1442.945556,4058.757505,2,0.1,9,0.237788726,0.889028814,419079300,26/04/2018_11:22:53,22.50373,69.83404,Under way using engine,11.1,304.2,511,-128,HIGH QUALITY,
189,120.0665712,8004.43808,53029.12501,2,0.3,9,0.165903012,0.889725302,1326,26/04/2018_11:22:55,22.48564,69.84083,Under way using engine,0.1,182.7,511,-128,LOW QUALITY,
79,14.94311304,996.207536,2328.321354,1,0.3,9,0.256608849,0.888821623,636090967,26/04/2018_11:22:55,20.20452,72.49971,Under way using engine,11.2,352.7,350,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,6.7,9,0.29693348,0.888335713,564745000,26/04/2018_11:22:56,16.27958,64.59787,Under way using engine,12.9,30,31,0,LOW QUALITY,
73,12.31760526,821.173684,1742.491715,1,0.2,9,0.266946201,0.888702757,564536000,26/04/2018_11:22:56,18.86529,72.85928,default,0,300.6,511,-128,LOW QUALITY,
174,98.92125956,6594.750637,39656.62541,1,16,9,0.172906193,0.889663325,636015370,26/04/2018_11:22:57,22.61171,69.59267,Under way using engine,10.9,107.3,107,0,HIGH QUALITY,
227,183.9247607,12261.65071,100540.6291,1,11.4,9,0.151381305,0.889850228,305866000,26/04/2018_11:22:58,23.68088,61.99212,Under way using engine,10.5,291.8,289,0,HIGH QUALITY,
225,180.1897095,12012.6473,97493.638,2,0.1,9,0.152052622,0.889844557,419901117,26/04/2018_11:22:58,22.47018,69.08092,Under way using engine,0.1,265.2,511,-128,LOW QUALITY,
250,229.9184786,15327.89857,140521.2854,1,13.7,9,0.144249783,0.88990987,240546000,26/04/2018_11:22:58,22.88495,64.16145,Under way using engine,15.6,108,110,7,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,2,3.9,9,0.16546585,0.889729133,419001120,26/04/2018_11:22:59,22.48054,69.68169,Under way using engine,0.3,176.3,329,127,HIGH QUALITY,
179,105.7186097,7047.907313,43813.55204,1,0.1,9,0.170474199,0.889684979,636014801,26/04/2018_11:23:00,20.66578,72.26085,default,0.2,258.2,511,-128,LOW QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,247289700,26/04/2018_11:23:01,20.16894,68.75929,Under way using engine,9.8,307.2,308,0,HIGH QUALITY,
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,565550000,26/04/2018_11:23:02,21.98705,67.5545,Under way using engine,10.5,275,275,0,HIGH QUALITY,
255,240.6632288,16044.21525,150485.9337,1,0.1,9,0.142828569,0.889921626,419024700,26/04/2018_11:23:02,21.10648,72.65982,Under way using engine,0,224.5,511,-128,HIGH QUALITY,
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,325163000,26/04/2018_11:23:02,20.14476,71.74995,Restricted manoeuverability,0.1,120.4,99,0,HIGH QUALITY,
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,432722000,26/04/2018_11:23:04,14.42194,70.05242,Under way using engine,20.6,132.9,132,0,LOW QUALITY,
25,0.829458471,55.29723138,30.44901644,1,0.1,9,0.456157867,0.885596614,375602000,26/04/2018_11:23:05,18.54763,72.23235,Under way using engine,0.1,353,282,-22,LOW QUALITY,
39,2.585651111,172.3767407,167.5854015,1,0.1,9,0.365218586,0.887352551,419000346,26/04/2018_11:23:05,18.71037,72.34014,Under way using engine,0.2,187.9,511,-128,LOW QUALITY,
189,120.0665712,8004.43808,53029.12501,1,10.3,9,0.165903012,0.889725302,636092612,26/04/2018_11:23:05,15.2161,71.76455,Under way using engine,16.5,137,135,0,HIGH QUALITY,
118,39.40793459,2627.195639,9971.415403,1,8.7,9,0.209963677,0.889315083,351486000,26/04/2018_11:23:05,22.92016,62.85424,Under way using engine,12.8,115,113,0,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,470090000,26/04/2018_11:23:07,19.4992,71.41118,Restricted manoeuverability,0.2,310.4,347,0,LOW QUALITY,
141,60.22879685,4015.253123,18840.28986,1,12.5,9,0.192077112,0.889487583,566737000,26/04/2018_11:23:08,20.43839,71.81705,Under way using engine,1.8,212.5,225,4,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,419094600,26/04/2018_11:23:09,18.91012,72.85231,Restricted manoeuverability,0,0,511,-128,LOW QUALITY,
299,346.9019568,23126.79712,260430.2472,1,0.1,9,0.131901453,0.890010596,567464000,26/04/2018_11:23:09,21.24558,66.78332,Under way using engine,12,261,260,0,HIGH QUALITY,
366,549.9027308,36660.18205,519768.688,1,18.2,9,0.119218768,0.890110824,533130407,26/04/2018_11:23:10,20.60165,72.03468,At anchor,102.3,360,183,0,LOW QUALITY,
339,462.0214572,30801.43048,400289.7937,1,12.4,9,0.123875473,0.890074393,240546000,26/04/2018_11:23:10,22.88467,64.16233,Under way using engine,15.6,108,110,0,HIGH QUALITY,
85,17.8612487,1190.749913,3042.629171,1,0.1,9,0.247386338,0.888924598,419000387,26/04/2018_11:23:11,19.5765,71.43985,Restricted manoeuverability,0.3,231.3,511,-128,LOW QUALITY,
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,563313000,26/04/2018_11:23:11,22.8398,60.47223,Under way using engine,18.3,131,132,0,LOW QUALITY,
280,298.4350463,19895.66975,207805.0188,1,17.8,9,0.136303233,0.889975054,370894000,26/04/2018_11:23:12,22.73815,69.69154,Under way using engine,0.1,350.7,271,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.5,9,0.403190402,0.886694047,563011200,26/04/2018_11:23:12,18.89948,72.05159,Under way using engine,16.8,268,268,0,HIGH QUALITY,
78,14.48538936,965.692624,2222.166307,1,0.2,9,0.258248539,0.888803016,419000162,26/04/2018_11:23:12,19.33499,72.01701,Under way using engine,0.1,112,268,0,HIGH QUALITY,
250,229.9184786,15327.89857,140521.2854,1,12.4,9,0.144249783,0.88990987,419688000,26/04/2018_11:23:13,22.67527,67.30131,Under way using engine,12.7,285.7,282,0,LOW QUALITY,
144,63.31070637,4220.713758,20304.72151,1,0.1,9,0.190065778,0.889506453,538005854,26/04/2018_11:23:14,20.21682,68.39366,Under way using engine,6.7,300.4,297,0,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,2,0.4,9,0.16546585,0.889729133,1326,26/04/2018_11:23:14,22.48564,69.84083,Under way using engine,0.1,180.3,511,-128,LOW QUALITY,
47,4.135995284,275.7330189,339.0403213,1,0.2,9,0.332687317,0.887849315,538002088,26/04/2018_11:23:14,19.34528,68.6577,Under way using engine,13.5,142,141,0,HIGH QUALITY,
220,171.0356456,11402.37637,90159.44822,1,0.1,9,0.153770786,0.889829996,419024400,26/04/2018_11:23:15,21.01981,72.63263,Under way sailing,0.2,171,511,-128,HIGH QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.2,9,0.316288573,0.888079526,566596000,26/04/2018_11:23:15,19.32708,72.03602,Under way using engine,0.4,254.2,48,0,HIGH QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,538007004,26/04/2018_11:23:16,20.55617,70.316,Under way using engine,13.5,115,112,0,HIGH QUALITY,
275,286.3379219,19089.19479,195298.8121,1,12.5,9,0.137536772,0.889965022,356690000,26/04/2018_11:23:17,22.8358,66.46995,Under way using engine,16.4,102.9,104,0,LOW QUALITY,
262,256.1574077,17077.16051,165250.0798,1,9.6,9,0.140907636,0.889937447,572111220,26/04/2018_11:23:17,16.55145,72.63428,Under way using engine,12.4,334.6,334,-127,LOW QUALITY,
229,187.7018765,12513.45843,103653.5595,2,0.5,9,0.150718802,0.889855815,419074600,26/04/2018_11:23:17,22.44875,69.66994,Under way using engine,0,197.6,90,-128,HIGH QUALITY,
128,47.85620189,3190.413459,13344.08011,1,5.6,9,0.201595201,0.889396855,374369000,26/04/2018_11:23:18,23.79121,61.02021,Under way using engine,13,35.7,37,0,HIGH QUALITY,
292,328.5840416,21905.60277,240077.2453,1,6.4,9,0.1334731,0.889997951,419000843,26/04/2018_11:23:18,22.65577,69.15421,Under way using engine,12.9,91,90,0,LOW QUALITY,
333,443.6120306,29574.13537,376605.165,1,13.2,9,0.124986486,0.890065638,636015980,26/04/2018_11:23:19,22.63894,69.0452,Under way using engine,20,264.3,265,0,HIGH QUALITY,
333,443.6120306,29574.13537,376605.165,1,13.9,9,0.124986486,0.890065638,419000369,26/04/2018_11:23:19,22.65888,70.02833,Under way using engine,0.1,75.9,511,-128,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,1,10.1,9,0.16546585,0.889729133,612316901,26/04/2018_11:23:19,24.83372,66.96995,Under way sailing,0,59,277,0,LOW QUALITY,
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,419611000,26/04/2018_11:23:19,19.24301,71.44202,At anchor,4,86.7,511,-128,LOW QUALITY,
186,115.6562355,7710.4157,50134.29093,1,9.4,9,0.167235588,0.889713598,419001244,26/04/2018_11:23:20,22.75415,63.35653,Under way using engine,14.3,293,293,4,LOW QUALITY,
30,1.325937091,88.39580607,61.54115999,1,0.2,9,0.416413256,0.886441567,466016000,26/04/2018_11:23:20,18.94662,72.30637,Under way using engine,7.7,286.5,290,-12,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,4.5,9,0.403190402,0.886694047,419001261,26/04/2018_11:23:20,18.53818,72.92694,Under way using engine,0.1,181.1,511,-128,LOW QUALITY,
339,462.0214572,30801.43048,400289.7937,1,12.1,9,0.123875473,0.890074393,258927000,26/04/2018_11:23:21,22.844,68.08833,Under way using engine,12.1,105,101,0,LOW QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,247289700,26/04/2018_11:23:21,20.16953,68.75848,Under way using engine,9.8,308,308,0,HIGH QUALITY,
35,1.965113063,131.0075375,111.0356943,1,0.1,9,0.385523762,0.887011995,419000956,26/04/2018_11:23:21,18.83877,72.66248,Moored,8.3,272.2,274,0,HIGH QUALITY,
289,320.8986836,21393.24557,231703.8244,1,9.7,9,0.134164079,0.889992376,477261600,26/04/2018_11:23:22,22.64053,69.1059,Under way using engine,18.7,250,246,0,LOW QUALITY,
72,11.90798626,793.8657507,1656.299177,1,0.5,9,0.268793601,0.888681118,239808000,26/04/2018_11:23:23,18.78069,67.38947,Under way using engine,11.6,145.1,144,0,HIGH QUALITY,
26,0.917844761,61.18965071,35.44338143,1,0.2,9,0.44729959,0.885797156,564131000,26/04/2018_11:23:23,20.34418,72.01858,Restricted manoeuverability,0.1,315.2,237,0,LOW QUALITY,
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,563313000,26/04/2018_11:23:24,22.83928,60.47285,Under way using engine,18.3,131,132,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,572740000,26/04/2018_11:23:24,18.60505,71.02504,Restricted manoeuverability,0.1,331.4,511,-128,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.7,9,0.29693348,0.888335713,205373000,26/04/2018_11:23:24,18.85867,72.56275,Under way using engine,13.9,311.8,314,0,LOW QUALITY,
102,27.77305436,1851.536957,5899.521184,2,3.2,9,0.225831796,0.889154632,636011186,26/04/2018_11:23:24,22.21827,64.88661,Under way using engine,12.5,316,316,0,LOW QUALITY,
79,14.94311304,996.207536,2328.321354,1,0.1,9,0.256608849,0.888821623,477797300,26/04/2018_11:23:25,19.56957,68.13103,Under way using engine,12.5,149,147,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.2,9,0.29693348,0.888335713,566942000,26/04/2018_11:23:25,18.801,72.57779,Under way using engine,18,13,14,5,HIGH QUALITY,
67,9.97769946,665.179964,1270.360338,1,6.8,9,0.278642766,0.888563658,419001210,26/04/2018_11:23:26,12.89599,74.65009,Under way using engine,0.6,281.1,511,-128,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.4,9,0.403190402,0.886694047,419098100,26/04/2018_11:23:26,18.57425,72.18541,Under way using engine,0.2,236.4,306,13,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,636012707,26/04/2018_11:23:27,18.06153,70.6358,Under way using engine,20.8,329,329,0,HIGH QUALITY,
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,311024400,26/04/2018_11:23:28,17.4189,72.74165,Under way sailing,10.3,350,353,-5,HIGH QUALITY,
333,443.6120306,29574.13537,376605.165,1,10.8,9,0.124986486,0.890065638,403581000,26/04/2018_11:23:29,22.81655,63.13486,Under way using engine,13.6,113,113,0,LOW QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,419000917,26/04/2018_11:23:29,18.90862,72.31161,Under way using engine,7.4,351.2,511,-128,LOW QUALITY,
193,126.089021,8405.934733,57068.59857,1,10.7,9,0.164174809,0.88974042,256054000,26/04/2018_11:23:29,20.54067,71.81612,Under way using engine,7.9,55,53,0,LOW QUALITY,
47,4.135995284,275.7330189,339.0403213,1,0.2,9,0.332687317,0.887849315,563026900,26/04/2018_11:23:30,19.37351,72.0097,Restricted manoeuverability,0.2,52.3,302,0,HIGH QUALITY,
332,440.5831748,29372.21165,372754.7279,1,14.1,9,0.125174577,0.890064154,636017055,26/04/2018_11:23:31,22.61588,69.20068,Under way using engine,15.8,116,116,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,419901102,26/04/2018_11:23:31,18.97432,72.91939,Under way using engine,4.7,70.8,511,-128,HIGH QUALITY,
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,355222000,26/04/2018_11:23:32,12.2838,72.44047,Under way using engine,16.3,310,311,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,419000163,26/04/2018_11:23:32,18.97128,72.95378,Under way using engine,0.1,73.2,31,0,HIGH QUALITY,
228,185.8080563,12387.20375,102088.8023,1,9.8,9,0.151048964,0.889853032,419688000,26/04/2018_11:23:32,22.67558,67.30014,Under way using engine,12.7,285,282,0,LOW QUALITY,
180,107.108104,7140.540267,44680.16785,1,8.2,9,0.17,0.889689184,419385000,26/04/2018_11:23:33,22.94921,68.53854,Under way using engine,0.6,48.5,208,0,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,2,0.2,9,0.16546585,0.889729133,1326,26/04/2018_11:23:33,22.48564,69.84083,Under way using engine,0.1,182.2,511,-128,LOW QUALITY,
183,111.3368498,7422.456653,47352.14884,1,0.1,9,0.168600799,0.889701563,466436000,26/04/2018_11:23:34,20.61234,69.49064,Under way using engine,11.9,335,335,13,LOW QUALITY,
25,0.829458471,55.29723138,30.44901644,1,0.3,9,0.456157867,0.885596614,419778000,26/04/2018_11:23:35,18.54823,68.63903,Under way using engine,13.4,125,126,0,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.4,9,0.29693348,0.888335713,205373000,26/04/2018_11:23:35,18.85914,72.56219,Under way using engine,13.9,311.3,315,0,LOW QUALITY,
292,328.5840416,21905.60277,240077.2453,1,6.6,9,0.1334731,0.889997951,419000843,26/04/2018_11:23:36,22.65573,69.15532,Under way using engine,12.9,91,90,0,HIGH QUALITY,
226,182.0519816,12136.79877,99008.94071,1,15.3,9,0.15171585,0.889847403,419765000,26/04/2018_11:23:37,13.32818,73.37164,Under way using engine,12.9,324,326,0,HIGH QUALITY,
70,11.11241561,740.8277073,1493.117592,1,0.4,9,0.272606467,0.888636069,566942000,26/04/2018_11:23:37,18.80195,72.57801,Under way using engine,18,13,14,-5,HIGH QUALITY,
189,120.0665712,8004.43808,53029.12501,1,0.1,9,0.165903012,0.889725302,419532000,26/04/2018_11:23:37,20.1043,86.76154,Under way using engine,0,127,240,0,HIGH QUALITY,
171,94.96250781,6330.833854,37300.06266,1,0.2,9,0.17441632,0.889649808,273377820,26/04/2018_11:23:39,16.14829,68.97526,Under way using engine,11.2,337.4,338,0,LOW QUALITY,
38,2.42113607,161.4090713,151.8483564,1,0.4,9,0.369992888,0.887274726,419900470,26/04/2018_11:23:40,18.71037,72.34006,Under way using engine,0.1,6.7,511,-128,LOW QUALITY,
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,419000916,26/04/2018_11:23:40,19.67649,72.07172,Under way using engine,8.5,356.5,511,-128,LOW QUALITY,
54,5.850000312,390.0000208,570.3154444,1,0.1,9,0.310376116,0.888159502,419575000,26/04/2018_11:23:40,19.38446,71.22208,Under way using engine,0.3,360,237,0,LOW QUALITY,
68,10.34816741,689.8778273,1341.765027,1,0.3,9,0.276586334,0.888588479,419797000,26/04/2018_11:23:40,18.69593,70.62479,Under way using engine,12.1,154.7,153,0,HIGH QUALITY,
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,566237000,26/04/2018_11:23:41,21.5791,69.02748,Under way using engine,13.2,147,147,0,HIGH QUALITY,
239,207.2208585,13814.7239,120235.1644,1,16.6,9,0.147531998,0.889882557,419001261,26/04/2018_11:23:41,18.53817,72.92693,Under way using engine,0.1,178.7,511,-128,LOW QUALITY,
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,636016413,26/04/2018_11:23:41,21.48095,66.59197,Under way using engine,12.8,138.4,139,0,HIGH QUALITY,
240,209.2310216,13948.73477,121988.9271,1,11,9,0.147224319,0.889885127,241593000,26/04/2018_11:23:42,11.81798,62.25934,Under way using engine,15.6,283.6,286,5,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,419001005,26/04/2018_11:23:44,18.57387,72.18639,Under way using engine,0,220,111,127,LOW QUALITY,
241,211.2518117,14083.45411,123760.4733,1,12.3,9,0.146918556,0.889887679,419001138,26/04/2018_11:23:44,23.0113,70.22319,Under way using engine,0.1,262.3,170,0,LOW QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,431207000,26/04/2018_11:23:44,21.07591,65.69491,Under way using engine,20,144.9,144,0,HIGH QUALITY,
47,4.135995284,275.7330189,339.0403213,1,0.1,9,0.332687317,0.887849315,375602000,26/04/2018_11:23:45,18.54762,72.23235,Under way using engine,0,287.1,282,14,LOW QUALITY,
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,209108000,26/04/2018_11:23:45,19.2325,68.42426,Under way using engine,15.6,272.1,272,0,LOW QUALITY,
62,8.240426732,549.3617821,953.4674075,1,2.9,9,0.289660535,0.888427929,477045200,26/04/2018_11:23:46,12.99878,73.72308,Under way using engine,15.1,147.2,148,-3,HIGH QUALITY,
189,120.0665712,8004.43808,53029.12501,1,1,9,0.165903012,0.889725302,241518000,26/04/2018_11:23:46,11.46763,64.52927,Under way using engine,12.7,106.1,108,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,431385000,26/04/2018_11:23:46,18.54269,65.44848,Under way using engine,14.5,132.1,129,-3,HIGH QUALITY,
193,126.089021,8405.934733,57068.59857,1,11.4,9,0.164174809,0.88974042,538007479,26/04/2018_11:23:46,21.57431,68.00392,Under way using engine,19.1,149.1,149,0,HIGH QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,419900757,26/04/2018_11:23:47,19.2663,70.94138,Under way using engine,0,261.7,511,-128,HIGH QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,355807000,26/04/2018_11:23:47,17.98664,72.59442,Under way using engine,12.9,169,165,0,LOW QUALITY,
73,12.31760526,821.173684,1742.491715,1,0.3,9,0.266946201,0.888702757,205373000,26/04/2018_11:23:47,18.85967,72.56158,Under way using engine,13.9,312,316,0,LOW QUALITY,
250,229.9184786,15327.89857,140521.2854,1,9.9,9,0.144249783,0.88990987,636014082,26/04/2018_11:23:47,24.56616,64.542,Under way using engine,14,90.7,92,0,HIGH QUALITY,
148,67.5536591,4503.577273,22379.7183,1,0.1,9,0.187479729,0.889530563,636014598,26/04/2018_11:23:48,10.30352,74.60053,Under way using engine,13,340.1,339,0,HIGH QUALITY,
30,1.325937091,88.39580607,61.54115999,1,0.1,9,0.416413256,0.886441567,538007190,26/04/2018_11:23:49,7.626858,77.51411,Under way using engine,10.7,303.8,305,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.3,9,0.403190402,0.886694047,319109600,26/04/2018_11:23:49,18.88959,71.4458,Under way using engine,14.4,270.2,271,0,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,636017245,26/04/2018_11:23:49,24.67747,66.25219,Under way using engine,15.3,269,268,0,LOW QUALITY,
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,419000633,26/04/2018_11:23:50,17.46233,71.23267,Restricted manoeuverability,3.1,157,147,-1,HIGH QUALITY,
181,108.5076342,7233.84228,45558.74379,1,12.5,9,0.169529736,0.88969335,240016000,26/04/2018_11:23:50,14.52082,72.0879,Under way using engine,14.8,314,316,0,HIGH QUALITY,
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,373606000,26/04/2018_11:23:51,21.62333,65.56549,Under way using engine,13.9,137.5,140,0,HIGH QUALITY,
255,240.6632288,16044.21525,150485.9337,1,0.1,9,0.142828569,0.889921626,419024700,26/04/2018_11:23:52,21.10649,72.65983,Under way using engine,0,219.3,511,-128,HIGH QUALITY,
262,256.1574077,17077.16051,165250.0798,1,10.3,9,0.140907636,0.889937447,419001217,26/04/2018_11:23:52,16.5951,83.74987,Under way using engine,10.7,234.8,234,0,LOW QUALITY,
200,137.0207776,9134.718507,64648.87033,1,10.4,9,0.161276161,0.889765623,419385000,26/04/2018_11:23:52,22.94924,68.5386,Under way using engine,0.7,69.3,209,0,LOW QUALITY,
229,187.7018765,12513.45843,103653.5595,2,1,9,0.150718802,0.889855815,373363000,26/04/2018_11:23:52,22.44884,63.66341,Under way using engine,13.3,301.2,298,-8,HIGH QUALITY,
63,8.572667084,571.5111389,1011.708121,1,3.3,9,0.287352447,0.888456752,419956788,26/04/2018_11:23:52,21.67954,72.29451,Under way sailing,0,178.9,511,-128,LOW QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.2,9,0.316288573,0.888079526,419000781,26/04/2018_11:23:53,18.92379,72.83925,Engaged in Fishing,0.1,225.3,335,4,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.3,9,0.29693348,0.888335713,419001203,26/04/2018_11:23:54,18.76907,71.161,Under way sailing,7.8,65.7,66,-127,HIGH QUALITY,
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,419001307,26/04/2018_11:23:54,13.25935,80.3418,Under way using engine,0,193.9,90,0,LOW QUALITY,
205,145.1366913,9675.77942,70476.95402,1,1.7,9,0.159297237,0.889782719,538003363,26/04/2018_11:23:54,16.14424,66.62392,Under way using engine,18.1,141,141,0,LOW QUALITY,
300,349.5629414,23304.19609,263432.5139,1,17.8,9,0.131681434,0.890012362,419322000,26/04/2018_11:23:55,12.74682,74.44687,Not under command,6.1,48,289,0,HIGH QUALITY,
47,4.135995284,275.7330189,339.0403213,1,0.3,9,0.332687317,0.887849315,538002088,26/04/2018_11:23:55,19.34332,68.65935,Under way using engine,13.5,141,141,0,HIGH QUALITY,
205,145.1366913,9675.77942,70476.95402,1,1.8,9,0.159297237,0.889782719,636017085,26/04/2018_11:23:56,16.27177,68.62064,Under way using engine,7.9,336,337,0,HIGH QUALITY,
162,83.62086605,5574.724403,30821.46591,2,0.1,9,0.179195734,0.889606668,419956767,26/04/2018_11:23:56,22.54801,70.03078,Under way using engine,0,360,511,-128,HIGH QUALITY,
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,419000168,26/04/2018_11:23:56,18.94922,72.91452,default,0,185.8,511,-128,LOW QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,431207000,26/04/2018_11:23:56,21.075,65.69557,Under way using engine,20,145.1,143,0,HIGH QUALITY,
199,135.4284091,9028.560607,63525.18868,2,7.4,9,0.161680869,0.889762116,255805563,26/04/2018_11:23:57,22.04063,68.23318,Under way using engine,16.2,333,335,-8,LOW QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,419077800,26/04/2018_11:23:57,22.57947,69.83608,Under way using engine,0,282.3,260,0,LOW QUALITY,
200,137.0207776,9134.718507,64648.87033,1,0.1,9,0.161276161,0.889765623,373728000,26/04/2018_11:23:57,17.32293,69.37551,Under way using engine,16.6,139.5,140,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,9.3,9,0.16546585,0.889729133,477045200,26/04/2018_11:23:58,12.99813,73.7235,Under way using engine,15.1,147.2,148,-3,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.4,9,0.29693348,0.888335713,576778000,26/04/2018_11:23:58,19.47877,71.77779,default,0,110.9,511,-128,HIGH QUALITY,
229,187.7018765,12513.45843,103653.5595,2,0.8,9,0.150718802,0.889855815,419901117,26/04/2018_11:23:58,22.47017,69.08092,Under way using engine,0.1,262.1,511,-128,LOW QUALITY,
199,135.4284091,9028.560607,63525.18868,1,16,9,0.161680869,0.889762116,419001085,26/04/2018_11:23:58,23.0113,70.22307,default,0,312.2,171,0,LOW QUALITY,
333,443.6120306,29574.13537,376605.165,1,12.9,9,0.124986486,0.890065638,477261600,26/04/2018_11:23:59,22.63927,69.10267,Under way using engine,18.7,246,245,0,LOW QUALITY,
49,4.590778014,306.0518676,396.470372,1,0.3,9,0.325827048,0.887947161,419575000,26/04/2018_11:24:00,19.38444,71.22205,Under way using engine,0.3,360,237,0,LOW QUALITY,
64,8.91247548,594.165032,1072.454364,1,3.6,9,0.285098667,0.888484696,375296000,26/04/2018_11:24:01,14.79965,74.11432,Under way using engine,0,282.2,39,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,12,9,0.16546585,0.889729133,357869000,26/04/2018_11:24:01,6.665477,77.49999,Under way using engine,11.1,285.5,287,0,HIGH QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,636018347,26/04/2018_11:24:03,10.49421,74.45637,Under way using engine,18.8,137.3,138,0,HIGH QUALITY,
