50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,,Ship Length,LAT,LON,Engine Power,DWT,no. of engines,Vessel speed,Dmax
170.625118,169.6239205,168.991918,168.4560422,167.9536198,167.456335,166.959585,166.463335,166.0254656,165.5327953,165.0408743,164.5497467,164.0594478,163.5700091,163.0814615,162.5938368,162.1071689,161.6214943,161.1368529,160.6532884,,71,13.38698,73.97597,767.08453,1573.196688,1,1.8,-71
155.1873771,154.6881271,154.1893771,153.6911271,153.1933771,152.6961271,152.1993771,151.7031271,151.2073771,150.7121271,150.2173771,149.7231271,149.2293771,148.7361271,148.2433771,147.7511271,147.2593771,146.7681271,146.2773771,145.7871271,,180,7.482954,75.73499,7140.540267,44680.16785,1,6.4,-1899
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702252,149.2749752,148.7802252,148.2859752,147.7922252,147.2989752,146.8062252,146.3139752,145.8222252,145.3309752,144.8402252,144.3499752,,70,11.6865,63.26451,740.8277073,1493.117592,1,0.1,-4302
154.2444577,153.7452077,153.2464577,152.7482077,152.2504577,151.7532077,151.2564577,150.7602077,150.2644577,149.7692077,149.2744577,148.7802077,148.2864577,147.7932077,147.3004577,146.8082077,146.3164577,145.8252077,145.3344577,144.8442077,,64,21.57247,69.03194,594.165032,1072.454364,1,0.1,-55
155.1875695,154.6881741,154.1893883,153.6911284,153.1933771,152.6961271,152.1993771,151.7031271,151.2075366,150.7122937,150.2175516,149.7233102,149.2295698,148.7363304,148.2435921,147.751355,147.2596192,146.7683848,146.2776518,145.7874206,,66,18.95051,72.94418,640.9968834,1201.716611,1,0.5,0
170.7719468,170.2726968,169.7739468,169.2756968,168.7779468,168.2806968,167.7839468,167.2876968,166.7919468,166.2966968,165.8019468,165.3076968,164.8139468,164.3206968,163.8279468,163.3356968,162.8439468,162.3526968,161.8619468,161.3716968,,70,20.34118,66.3186,740.8277073,1493.117592,1,3.5,-2621
142.4134648,141.9142148,141.4154648,140.9172148,140.4194648,139.9222148,139.4254648,138.9292148,138.4334648,137.9382148,137.4434648,136.9492148,136.4554648,135.9622148,135.4694648,134.9772148,134.4854648,133.9942148,133.5034648,133.0132148,,190,9.411075,72.03531,8103.79646,54019.55148,1,0.1,-2305
164.3309448,163.8316948,163.3329448,162.8346948,162.3369448,161.8396948,161.3429448,160.8466948,160.3509448,159.8556948,159.3609448,158.8666948,158.3729448,157.8796948,157.3869448,156.8946948,156.4029448,155.9116948,155.4209448,154.9306948,,32,10.33199,74.52942,104.2612819,78.83204227,1,0.1,-2360
151.5966359,151.0973859,150.5986359,150.1003859,149.6026359,149.1053859,148.6086359,148.1123859,147.6166359,147.1213859,146.6266359,146.1323859,145.6386359,145.1453859,144.6526359,144.1603859,143.6686359,143.1773859,142.6866359,142.1963859,,125,20.56063,71.87878,3015.007462,12258.87945,1,0.1,-22
144.3673713,143.8681213,143.3693713,142.8711213,142.3733713,141.8761213,141.3793713,140.8831213,140.3873713,139.8921213,139.3973713,138.9031213,138.4093713,137.9161213,137.4233713,136.9311213,136.4393713,135.9481213,135.4573713,134.9671213,,56,18.7308,72.33064,426.9081682,653.1604565,1,0.1,-48
143.9010631,143.4018131,142.9030631,142.4048131,141.9070631,141.4098131,140.9130631,140.4168131,139.9210631,139.4258131,138.9310631,138.4368131,137.9430631,137.4498131,136.9570631,136.4648131,135.9730631,135.4818131,134.9910631,134.5008131,,36,10.48687,74.46316,140.7289661,123.621336,1,0.1,-2276
186.7039073,180.1972781,173.9002599,166.9181133,164.0066537,163.4852788,162.9885254,162.4922754,166.7072688,166.3391726,165.9797933,165.6303105,165.2912592,164.9628227,164.6449879,164.33763,164.0405597,163.7535495,163.4763491,163.2086938,,35,21.06377,68.50922,131.0075375,111.0356943,1,0.1,-2158
166.7352135,166.2359635,165.7372135,165.2389635,164.7412135,164.2439635,163.7472135,163.2509635,162.7552135,162.2599635,161.7652135,161.2709635,160.7772135,160.2839635,159.7912135,159.2989635,158.8072135,158.3159635,157.8252135,157.3349635,,139,16.50731,73.21835,3881.447951,17906.42292,1,13.6,-33
211.0704762,204.4565463,197.7332266,187.8865246,175.168533,174.1318285,173.6349973,173.1387473,185.2374327,184.9225753,184.6175113,184.323564,184.0411118,183.77004,183.5099802,183.2604404,183.0208776,182.7907374,182.5694761,182.356572,,146,7.801752,77.43252,4360.868363,21324.44089,1,0.1,-56
169.0737565,168.5745065,168.0757565,167.5775065,167.0797565,166.5825065,166.0857565,165.5895065,165.0937565,164.5985065,164.1037565,163.6095065,163.1157565,162.6225065,162.1297565,161.6375065,161.1457565,160.6545065,160.1637565,159.6735065,,280,12.12244,74.83903,19895.66975,207805.0188,1,17.8,-60
166.9449832,166.4457332,165.9469832,165.4487332,164.9509832,164.4537332,163.9569832,163.4607332,162.9649832,162.4697332,161.9749832,161.4807332,160.9869832,160.4937332,160.0009832,159.5087332,159.0169832,158.5257332,158.0349832,157.5447332,,170,16.43313,69.14743,6244.186172,36536.92149,1,0.3,-3647
178.4952131,173.4359293,170.276141,168.6197925,167.9548556,167.4563352,166.959585,166.463335,166.756192,166.2931881,165.8335484,165.3777497,164.9261376,164.4789924,164.0365633,163.5990878,163.1668012,162.7399423,162.3187555,161.9034911,,148,10.31101,74.5978,4503.577273,22379.7183,1,0.1,-2333
159.5303681,159.0311181,158.5323681,158.0341181,157.5363681,157.0391181,156.5423681,156.0461181,155.5503681,155.0551181,154.5603681,154.0661181,153.5723681,153.0791181,152.5863681,152.0941181,151.6023681,151.1111181,150.6203681,150.1301181,,180,12.92406,74.80195,7140.540267,44680.16785,1,10.1,-2
167.0487556,166.5495056,166.0507556,165.5525056,165.0547556,164.5575056,164.0607556,163.5645056,163.0687556,162.5735056,162.0787556,161.5845056,161.0907556,160.5975056,160.1047556,159.6125056,159.1207556,158.6295056,158.1387556,157.6485056,,92,11.54997,74.09291,1442.945556,4058.757505,1,0.1,-1985
156.2894257,155.7901757,155.2914257,154.7931757,154.2954257,153.7981757,153.3014257,152.8051757,152.3094257,151.8141757,151.3194257,150.8251757,150.3314257,149.8381757,149.3454257,148.8531757,148.3614257,147.8701757,147.3794257,146.8891757,,149,10.54003,67.66704,4575.892129,22920.90991,1,0.1,-4415
177.9259628,173.2471788,170.5370963,169.1567599,168.5364328,168.0382562,167.5415061,167.0452561,167.17683,166.7077173,166.2414678,165.7784799,165.3190487,164.8634188,164.4118127,163.9644464,163.5215376,163.0833104,162.6499972,162.2218399,,75,17.19072,66.03161,877.378766,1924.415591,1,0.1,-3538
154.2444577,153.7452077,153.2464577,152.7482077,152.2504577,151.7532077,151.2564577,150.7602077,150.2644577,149.7692077,149.2744577,148.7802077,148.2864577,147.7932077,147.3004577,146.8082077,146.3164577,145.8252077,145.3344577,144.8442077,,187,11.93537,72.78986,7807.748447,51086.58897,1,9.5,-2112
197.440241,190.8910795,184.4312975,176.5935596,172.6651553,172.1287842,171.6320286,171.1357786,175.9386678,175.5786645,175.227629,174.886769,174.5566019,174.2372699,173.9287074,173.6307329,173.3430998,173.0655254,172.7977072,172.5393328,,66,8.96277,76.41631,640.9968834,1201.716611,1,0.5,-36
161.6093886,161.1101386,160.6113886,160.1131386,159.6153886,159.1181386,158.6213886,158.1251386,157.6293886,157.1341386,156.6393886,156.1451386,155.6513886,155.1581386,154.6653886,154.1731386,153.6813886,153.1901386,152.6993886,152.2091386,,245,11.92565,62.47779,14629.42705,131026.507,1,13.7,-4298
159.7009398,159.2016898,158.7029398,158.2046898,157.7069398,157.2096898,156.7129398,156.2166898,155.7209398,155.2256898,154.7309398,154.2366898,153.7429398,153.2496898,152.7569398,152.2646898,151.7729398,151.2816898,150.7909398,150.3006898,,105,8.032017,76.7887,1985.415057,6550.812273,1,0.3,-92
155.8581442,155.3588942,154.8601442,154.3618942,153.8641442,153.3668942,152.8701442,152.3738942,151.8781442,151.3828942,150.8881442,150.3938942,149.9001442,149.4068942,148.9141442,148.4218942,147.9301442,147.4388942,146.9481442,146.4578942,,93,21.69748,72.31664,1481.226221,4221.339432,1,0.1,-5
157.4465209,156.8496491,156.3264823,155.821448,155.3228589,154.8256027,154.3288527,153.8326027,153.3572808,152.8629454,152.3691988,151.8760567,151.3835318,150.8916355,150.4003791,149.909774,149.4198327,148.9305685,148.4419961,147.9541316,,73,18.86526,72.85934,821.173684,1742.491715,1,0.1,-6
153.9993383,153.5000883,153.0013383,152.5030883,152.0053383,151.5080883,151.0113383,150.5150883,150.0193383,149.5240883,149.0293383,148.5350883,148.0413383,147.5480883,147.0553383,146.5630883,146.0713383,145.5800883,145.0893383,144.5990883,,80,6.902767,73.54425,1027.264436,2438.044155,1,7.2,-2163
182.4052904,178.2365171,176.0148587,174.8877293,174.3055411,173.8076556,173.3109055,172.8146555,172.7518856,172.2750917,171.8005037,171.3284138,170.859044,170.3925834,169.9292085,169.4690943,169.0124205,168.5593752,168.1101571,167.6649762,,65,10.67732,67.78367,617.3260862,1135.769315,1,0.1,-4423
198.4426001,191.850767,185.2196125,176.1999261,169.5831497,168.9846611,168.4878967,167.9916467,175.4211261,175.0863621,174.7611461,174.4467577,174.1436426,173.8518026,173.5710025,173.3008838,173.0410273,172.790989,172.5503202,172.3185786,,274,11.73215,61.48513,18930.07975,192862.0829,1,7.9,-4360
173.6680391,173.1687891,172.6700391,172.1717891,171.6740391,171.1767891,170.6800391,170.1837891,169.6880391,169.1927891,168.6980391,168.2037891,167.7100391,167.2167891,166.7240391,166.2317891,165.7400391,165.2487891,164.7580391,164.2677891,,199,11.21814,71.27157,9028.560607,63525.18868,1,16.5,-2048
193.4653654,192.9661154,192.4673654,191.9691154,191.4713654,190.9741154,190.4773654,189.9811154,189.4853654,188.9901154,188.4953654,188.0011154,187.5073654,187.0141154,186.5213654,186.0291154,185.5373654,185.0461154,184.5553654,184.0651154,,230,11.35247,65.89635,12640.41538,105235.0001,1,0.2,-4297
154.7233714,154.2239932,153.7252115,153.2269528,152.7292017,152.2319517,151.7352017,151.2389517,150.7433482,150.2481047,149.7533619,149.2591199,148.7653787,148.2721385,147.7793992,147.2871611,146.7954241,146.3041884,145.8134541,145.3232213,,259,22.53738,69.76524,16630.16035,158804.5138,2,0.1,-4
169.0737565,168.5745065,168.0757565,167.5775065,167.0797565,166.5825065,166.0857565,165.5895065,165.0937565,164.5985065,164.1037565,163.6095065,163.1157565,162.6225065,162.1297565,161.6375065,161.1457565,160.6545065,160.1637565,159.6735065,,68,6.7606,78.25504,689.8778273,1341.765027,1,3.8,-2546
168.8925315,168.3932815,167.8945315,167.3962815,166.8985315,166.4012815,165.9045315,165.4082815,164.9125315,164.4172815,163.9225315,163.4282815,162.9345315,162.4412815,161.9485315,161.4562815,160.9645315,160.4732815,159.9825315,159.4922815,,170,7.34617,77.74094,6244.186172,36536.92149,1,0.3,-206
154.7232017,154.2239517,153.7252017,153.2269517,152.7292017,152.2319517,151.7352017,151.2389517,150.7432017,150.2479517,149.7532017,149.2589517,148.7652017,148.2719517,147.7792017,147.2869517,146.7952017,146.3039517,145.8132017,145.3229517,,168,7.87795,76.75082,6072.872617,35043.65892,1,0.1,-168
151.5966359,151.0973859,150.5986359,150.1003859,149.6026359,149.1053859,148.6086359,148.1123859,147.6166359,147.1213859,146.6266359,146.1323859,145.6386359,145.1453859,144.6526359,144.1603859,143.6686359,143.1773859,142.6866359,142.1963859,,68,8.380783,83.05885,689.8778273,1341.765027,1,0.1,-3715
185.13656,178.899251,173.4826803,169.1938572,167.8752617,167.3712726,166.8745216,166.3782716,168.1804112,167.7645172,167.3552075,166.9534106,166.5596812,166.1743693,165.7977096,165.4298691,165.0709726,164.7211155,164.3803709,164.0487919,,56,14.43333,73.96699,426.9081682,653.1604565,1,0.1,-52
141.8848713,141.3856213,140.8868713,140.3886213,139.8908713,139.3936213,138.8968713,138.4006213,137.9048713,137.4096213,136.9148713,136.4206213,135.9268713,135.4336213,134.9408713,134.4486213,133.9568713,133.4656213,132.9748713,132.4846213,,179,5.725214,79.93388,7047.907313,43813.55204,1,12.4,-2898
193.2889246,186.9922388,181.4007124,176.72833,175.2640236,174.7586981,174.261947,173.765697,175.5572304,175.1410607,174.7314598,174.3293541,173.9352979,173.5496416,173.1726209,172.8044042,172.4451175,172.094858,171.7537006,171.4217001,,31,10.71616,65.2374,96.13543527,69.79807301,1,0.1,-4356
185.984865,179.6532461,173.9542212,169.0195508,167.4447157,166.9383459,166.4415946,165.9453446,168.1970157,167.7921946,167.3945523,167.0050904,166.624375,166.2527331,165.8903555,165.537353,165.1937857,164.8596797,164.5350353,164.2198308,,292,12.39612,72.22604,21905.60277,240077.2453,1,10.3,-1765
144.3673713,143.8681213,143.3693713,142.8711213,142.3733713,141.8761213,141.3793713,140.8831213,140.3873713,139.8921213,139.3973713,138.9031213,138.4093713,137.9161213,137.4233713,136.9311213,136.4393713,135.9481213,135.4573713,134.9671213,,174,13.49702,60.56559,6594.750637,39656.62541,1,12.7,-4275
141.8848713,141.3856213,140.8868713,140.3886213,139.8908713,139.3936213,138.8968713,138.4006213,137.9048713,137.4096213,136.9148713,136.4206213,135.9268713,135.4336213,134.9408713,134.4486213,133.9568713,133.4656213,132.9748713,132.4846213,,36,11.63911,73.68887,140.7289661,123.621336,1,0.1,-2050
164.4547593,163.9555093,163.4567593,162.9585093,162.4607593,161.9635093,161.4667593,160.9705093,160.4747593,159.9795093,159.4847593,158.9905093,158.4967593,158.0035093,157.5107593,157.0185093,156.5267593,156.0355093,155.5447593,155.0545093,,31,10.71619,65.23731,96.13543527,69.79807301,1,0.1,-4356
184.2729304,178.0816662,172.7945189,168.7602945,167.5291736,167.0259653,166.5292145,166.0329645,167.6858525,167.2660145,166.8525343,166.4463117,166.0478942,165.6576374,165.2757887,164.9025326,164.5380145,164.1823527,163.835645,163.4979701,,126,15.97633,68.72083,3072.859431,12613.40173,1,0.2,-3791
155.6378249,155.1385749,154.6398249,154.1415749,153.6438249,153.1465749,152.6498249,152.1535749,151.657825,151.162575,150.667825,150.173575,149.679825,149.186575,148.693825,148.201575,147.7098251,147.2185751,146.7278251,146.2375751,,175,6.124365,81.09731,6684.050253,40464.83247,1,12.1,3
194.0835522,187.6523288,181.6260969,175.7263374,173.6480869,173.1366058,172.6398538,172.1436038,174.858621,174.4640497,174.077153,173.6989914,173.3301323,172.9708714,172.6213503,172.2816197,171.9516742,171.6314708,171.3209394,171.0199881,,72,6.003967,85.95861,793.8657507,1656.299177,1,1.1,-3914
197.4086278,190.824002,184.222391,175.4344345,169.5618514,168.9846581,168.4878967,167.9916467,174.7789972,174.4394041,174.1092715,173.7898668,173.481651,173.1846537,172.8986725,172.6233822,172.3583957,172.1032981,171.8576668,171.6210816,,262,16.76064,67.59134,17077.16051,165250.0798,1,10.8,-3135
154.4857063,153.9864563,153.4877063,152.9894563,152.4917063,151.9944563,151.4977063,151.0014563,150.5057063,150.0104563,149.5157063,149.0214563,148.5277063,148.0344563,147.5417063,147.0494563,146.5577063,146.0664563,145.5757063,145.0854563,,199,12.6331,74.75155,9028.560607,63525.18868,1,15.9,-40
137.5943277,137.0950777,136.5963277,136.0980777,135.6003277,135.1030777,134.6063277,134.1100777,133.6143277,133.1190777,132.6243277,132.1300777,131.6363277,131.1430777,130.6503277,130.1580777,129.6663277,129.1750777,128.6843277,128.1940777,,67,7.691381,76.84084,665.179964,1270.360338,1,0.1,-121
143.9010631,143.4018131,142.9030631,142.4048131,141.9070631,141.4098131,140.9130631,140.4168131,139.9210631,139.4258131,138.9310631,138.4368131,137.9430631,137.4498131,136.9570631,136.4648131,135.9730631,135.4818131,134.9910631,134.5008131,,24,5.864038,81.80001,49.75620543,25.98896987,1,0.1,-4096
181.1707268,176.6438867,174.0913212,172.7974295,172.1904118,171.6923371,171.195587,170.699337,170.7449499,170.2724837,169.8025976,169.3356445,168.8718891,168.4115532,167.954841,167.5019526,167.0530915,166.6084685,166.1683042,165.7328298,,35,10.46002,74.48764,131.0075375,111.0356943,1,0.1,-2302
181.8233704,176.1327936,171.9849432,169.5172116,168.7000529,168.200332,167.7035816,167.2073316,167.9281834,167.4802957,167.0369285,166.5987317,166.1661508,165.7395241,165.3191344,164.9052362,164.4980697,164.0978681,163.7048605,163.3192724,,238,10.79567,65.0785,13681.42095,118499.0845,1,8.4,-4350
157.1168662,156.6176162,156.1188662,155.6206162,155.1228662,154.6256162,154.1288662,153.6326162,153.1368662,152.6416162,152.1468662,151.6526162,151.1588662,150.6656162,150.1728662,149.6806162,149.1888662,148.6976162,148.2068662,147.7166162,,189,15.0175,71.79283,8004.43808,53029.12501,1,10.6,-1974
213.5595667,206.944262,200.2151272,190.3099038,176.3967209,175.1619944,174.6651308,174.1688808,187.2264594,186.9136399,186.6106286,186.3187525,186.0383832,185.7693941,185.5114031,185.2639054,185.026346,184.7981602,184.5787956,184.3677237,,79,9.622396,75.86984,996.207536,2328.321354,1,0.1,-81
141.8848713,141.3856213,140.8868713,140.3886213,139.8908713,139.3936213,138.8968713,138.4006213,137.9048713,137.4096213,136.9148713,136.4206213,135.9268713,135.4336213,134.9408713,134.4486213,133.9568713,133.4656213,132.9748713,132.4846213,,300,5.878767,85.78601,23304.19609,263432.5139,1,17.8,-3945
204.9230185,198.3401175,191.7455399,183.0107524,177.2874163,176.7140606,176.2172997,175.7210497,181.8650372,181.5198273,181.1839621,180.8586941,180.5445012,180.241445,179.949361,179.6679633,179.3969028,179.1357997,178.8842626,178.6418991,,31,10.71633,65.23685,96.13543527,69.79807301,1,0.1,-4356
157.2986593,156.5120921,155.939462,155.4205339,154.9202217,154.4229526,153.9262026,153.4299526,152.9816151,152.4884809,151.9960514,151.5043629,151.0134444,150.523322,150.0340211,149.5455679,149.0579905,148.5713192,148.085587,147.6008301,,333,5.565272,86.22222,29574.13537,376605.165,1,13.5,-3943
159.3578377,158.8585877,158.3598377,157.8615877,157.3638377,156.8665877,156.3698377,155.8735877,155.3778377,154.8825877,154.3878377,153.8935877,153.3998377,152.9065877,152.4138377,151.9215877,151.4298377,150.9385877,150.4478377,149.9575877,,78,6.329327,78.38724,965.692624,2222.166307,1,8.9,-2722
170.8421884,169.6845534,169.0068398,168.4577111,167.9536322,167.456335,166.959585,166.463335,166.0401467,165.5481251,165.0569149,164.5665711,164.0771376,163.5886538,163.1011578,162.6146891,162.1292895,161.6450043,161.1618826,160.6799782,,91,9.65743,75.4445,1405.231651,3900.677739,1,0.1,-1661
208.296681,201.6915976,195.0054679,185.5137838,176.5833987,175.8884724,175.3916938,174.8954438,183.7394583,183.4131059,183.0964278,182.7907231,182.4964099,182.2134409,181.9415241,181.6802435,181.4291261,181.1876791,180.9554113,180.7318444,,180,4.218208,73.48122,7140.540267,44680.16785,1,6.5,-225
170.7756228,170.2735954,169.7741601,169.2757204,168.7779469,168.2806968,167.7839468,167.2876968,166.7930276,166.2978261,165.8031293,165.3089381,164.8152531,164.3220749,163.8294042,163.3372416,162.8455877,162.3544433,161.8638091,161.373686,,315,6.032082,79.68269,26053.83506,311405.068,1,15.1,-2483
155.1873798,154.6881278,154.1893773,153.6911272,153.1933771,152.6961271,152.1993771,151.7031271,151.2073836,150.7121339,150.2173842,149.7231346,149.229385,148.7361354,148.2433859,147.7511364,147.259387,146.7681376,146.2773883,145.7871391,,190,11.49058,65.04074,8103.79646,54019.55148,1,3.2,-4259
186.7123492,180.3834782,174.6930383,169.7801521,168.2148638,167.7085852,167.2118339,166.7155839,168.9220596,168.5161776,168.1174201,167.726782,167.3448291,166.9718908,166.6081628,166.2537614,165.9087536,165.5731722,165.2470247,164.9302967,,70,12.75425,74.4606,740.8277073,1493.117592,1,2.2,-56
193.2281376,186.8034212,180.7995723,174.9756964,172.9435973,172.4326101,171.9358582,171.4396082,174.1251556,173.7299652,173.3424208,172.9635798,172.5940096,172.2340081,171.88372,171.5431999,171.2124464,170.8914209,170.5800574,170.2782683,,183,5.807117,80.94721,7422.456653,47352.14884,1,12.7,-1632
154.7232017,154.2239517,153.7252017,153.2269517,152.7292017,152.2319517,151.7352017,151.2389517,150.7432017,150.2479517,149.7532017,149.2589517,148.7652017,148.2719517,147.7792017,147.2869517,146.7952017,146.3039517,145.8132017,145.3229517,,250,11.22556,71.24835,15327.89857,140521.2854,1,12,-2127
161.1551922,160.6554982,160.1566388,159.6583584,159.1606047,158.6633547,158.1666047,157.6703547,157.1749332,156.6796979,156.1849641,155.690732,155.1970017,154.7037736,154.2110477,153.7188242,153.2271035,152.7358855,152.2451708,151.7549593,,68,11.6972,63.2306,689.8778273,1341.765027,1,0.1,-4311
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702252,149.2749752,148.7802252,148.2859752,147.7922252,147.2989752,146.8062252,146.3139752,145.8222252,145.3309752,144.8402252,144.3499752,,102,11.34612,65.91783,1851.536957,5899.521184,1,3.2,-4297
177.1220579,172.8498762,170.5379534,169.3672078,168.7786309,168.2806968,167.7839468,167.2876968,167.2964743,166.8225499,166.3510805,165.882399,165.4167561,164.9543629,164.495415,164.0401044,163.5886274,163.141188,162.6980001,162.2592888,,64,10.65799,64.65197,594.165032,1072.454364,1,0.2,-4380
149.4285444,148.9292944,148.4305444,147.9322944,147.4345444,146.9372944,146.4405444,145.9442944,145.4485444,144.9532944,144.4585444,143.9642944,143.4705444,142.9772944,142.4845444,141.9922944,141.5005444,141.0092944,140.5185444,140.0282944,,190,6.279083,78.50959,8103.79646,54019.55148,1,9,-2660
196.8367196,190.2784564,183.7828241,175.7265774,171.454243,170.9119376,170.4151812,169.9189312,175.1265464,174.7715035,174.4255664,174.0899588,173.7651859,173.4513634,173.148393,172.8560581,172.5740774,172.3021349,172.0398974,171.7870245,,49,9.167334,75.4168,306.0518676,396.470372,1,0.3,-973
180.4281535,174.5991064,170.1770925,167.4138377,166.5321887,166.0319463,165.5351959,165.0389459,165.9705724,165.5295814,165.0935998,164.6633467,164.2393021,163.8218185,163.4111805,163.0076357,162.6114115,162.222723,161.8417765,161.4687701,,226,11.70683,63.20887,12136.79877,99008.94071,1,14.2,-4315
183.7145307,177.5787704,172.4409501,168.6745925,167.5284302,167.0259652,166.5292145,166.0329645,167.5214835,167.0971378,166.6788816,166.2675799,165.8637702,165.4678121,165.0799656,164.7004332,164.3293821,163.9669556,163.6132778,163.2684562,,164,7.311397,78.79409,5738.148715,32186.6581,1,10.9,-2607
156.7103309,156.2099173,155.7108803,155.2125508,154.714791,154.2175409,153.7207909,153.2245409,152.7295279,152.234311,151.7395973,151.2453874,150.7516817,150.2584807,149.7657848,149.2735944,148.7819099,148.2907319,147.8000609,147.3098975,,175,12.98485,71.81053,6684.050253,40464.83247,1,11.9,-1666
159.3578377,158.8585877,158.3598377,157.8615877,157.3638377,156.8665877,156.3698377,155.8735877,155.3778377,154.8825877,154.3878377,153.8935877,153.3998377,152.9065877,152.4138377,151.9215877,151.4298377,150.9385877,150.4478377,149.9575877,,77,6.5005,82.04424,935.7176093,2119.509615,1,4.5,-3748
180.7822242,175.3311539,171.6024319,169.5203925,168.7798087,168.280697,167.7839468,167.2876968,167.7992562,167.3441691,166.8930666,166.4465195,166.0049304,165.5686147,165.1378448,164.7128728,164.2939431,163.8812979,163.4751806,163.0758355,,91,9.657813,75.44421,1405.231651,3900.677739,1,0.2,-1661
210.081294,203.4724222,196.7704143,187.1310612,177.0299487,176.2613458,175.7645562,175.2683062,185.0330235,184.7108386,184.3983785,184.096951,183.8069602,183.5283344,183.2607535,183.0037739,182.7568963,182.5196052,182.2913895,182.0717543,,190,3.902567,70.9075,8103.79646,54019.55148,1,10.2,-4134
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702252,149.2749752,148.7802252,148.2859752,147.7922252,147.2989752,146.8062252,146.3139752,145.8222252,145.3309752,144.8402252,144.3499752,,323,12.63377,74.7512,27588.56782,339321.9243,1,14.9,-40
188.5296889,182.3226148,176.9916164,172.8736302,171.6144868,171.1110301,170.6142792,170.1180292,171.6911927,171.2691902,170.8534179,170.4447592,170.0437572,169.6507694,169.2660497,168.8897915,168.5221509,168.1632585,167.8132248,167.4721426,,64,6.072865,79.63881,594.165032,1072.454364,1,0.1,-2550
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702253,149.2749753,148.7802253,148.2859753,147.7922253,147.2989753,146.8062253,146.3139753,145.8222253,145.3309753,144.8402253,144.3499753,,229,7.015723,79.77424,12513.45843,103653.5595,1,10.6,-22
152.1639908,151.6647408,151.1659908,150.6677408,150.1699908,149.6727408,149.1759908,148.6797408,148.1839908,147.6887408,147.1939908,146.6997408,146.2059908,145.7127408,145.2199908,144.7277408,144.2359908,143.7447408,143.2539908,142.7637408,,64,6.691787,78.64668,594.165032,1072.454364,1,1,-2728
195.1001901,188.5403623,182.0385294,173.9431595,169.6043123,169.060803,168.5640464,168.0677964,173.4526039,173.0995897,172.7557343,172.4222679,172.0996901,171.7881056,171.4874027,171.1973505,170.9176534,170.6479821,170.3879911,170.1373289,,58,8.882517,73.08568,465.7556445,744.3126113,1,0.1,-2093
178.2805333,173.7059006,171.1049913,169.7850828,169.1740915,168.6759863,168.1792362,167.6829862,167.7735312,167.3028265,166.8348513,166.3699827,165.9085015,165.4506418,164.9966178,164.5466383,164.1009147,163.6596651,163.2231171,162.7915079,,200,6.924568,79.83638,9134.718507,64648.87033,1,15.2,6
168.8925315,168.3932815,167.8945315,167.3962815,166.8985315,166.4012815,165.9045315,165.4082815,164.9125315,164.4172815,163.9225315,163.4282815,162.9345315,162.4412815,161.9485315,161.4562815,160.9645315,160.4732815,159.9825315,159.4922815,,195,14.94133,66.39695,8610.753487,59167.05069,1,8.9,-3889
153.7502948,153.2509922,152.7522293,152.2539757,151.7562252,151.2589752,150.7622252,150.2659752,149.7703016,149.2750551,148.7803088,148.286063,147.7923176,147.2990727,146.8063283,146.3140845,145.8223413,145.3310987,144.8403569,144.3501159,,168,7.890666,82.37905,6072.872617,35043.65892,1,0.1,-3795
159.3578377,158.8585877,158.3598377,157.8615877,157.3638377,156.8665877,156.3698377,155.8735877,155.3778377,154.8825877,154.3878377,153.8935877,153.3998377,152.9065877,152.4138377,151.9215877,151.4298377,150.9385877,150.4478377,149.9575877,,64,14.43403,73.96664,594.165032,1072.454364,1,3.6,-52
157.5142302,157.0149802,156.5162302,156.0179802,155.5202302,155.0229802,154.5262302,154.0299802,153.5342302,153.0389802,152.5442302,152.0499802,151.5562302,151.0629802,150.5702302,150.0779802,149.5862302,149.0949802,148.6042302,148.1139802,,91,9.658147,75.44398,1405.231651,3900.677739,1,0.1,-1661
197.6188087,191.0716669,184.6197898,176.8285554,172.9678715,172.4326135,171.9358582,171.4396082,176.1584327,175.7973391,175.4451813,175.1031634,174.7718055,174.4512553,174.1414544,173.842229,173.5533402,173.2745126,173.0054508,172.7458484,,81,9.788585,69.1161,1058.865385,2551.404479,1,0.3,-4536
153.7502252,153.2509752,152.7522252,152.2539752,151.7562252,151.2589752,150.7622252,150.2659752,149.7702252,149.2749752,148.7802252,148.2859752,147.7922252,147.2989752,146.8062252,146.3139752,145.8222252,145.3309752,144.8402252,144.3499752,,250,12.39687,72.22512,15327.89857,140521.2854,1,13.7,-1765
184.2765741,178.2793249,173.48573,170.2512927,169.2549589,168.7537696,168.257019,167.760769,168.8904251,168.4556066,168.0262143,167.6030251,167.186544,166.7771307,166.3750647,165.9805817,165.5938907,165.2151844,164.8446424,164.4824326,,64,12.96549,73.74468,594.165032,1072.454364,1,0.1,-901
