Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,LAT,LON,SOG,COG,HEADING,RATE_OF_TURN,Source level
64,8.91247548,594.165032,1072.454364,1,0.2,9,0.285098667,0.888484696,21.5711,68.00594,19.1,149.7,149,0,72.65561028665192
40,2.75652947,183.7686313,184.4697922,1,0.2,9,0.360624458,0.887426191,18.92588,72.85419,18.4,304.5,307,-127,68.08322858396753
111,34.03625289,2269.083526,8003.75731,1,9.1,9,0.216482944,0.889250036,24.76807,67.33337,0.0,105.0,511,-128,
68,10.34816741,689.8778273,1341.765027,1,0.1,9,0.276586334,0.888588479,18.69247,72.35395,0.2,354.7,0,0,76.24297982338564
179,105.7186097,7047.907313,43813.55204,1,12.4,9,0.170474199,0.889684979,22.73847,69.71574,0.1,9.7,511,-128,
38,2.42113607,161.4090713,151.8483564,1,0.3,9,0.369992888,0.887274726,18.71037,72.34005,0.0,355.2,511,-128,65.81267974576652
315,390.8075259,26053.83506,311405.068,1,15.0,9,0.128507921,0.890037728,24.83376,66.96996,0.0,75.3,283,0,
306,365.7611873,24384.07915,281953.6534,1,18.1,9,0.130384048,0.890022757,6.665904,77.4985,11.1,286.1,287,0,
261,253.9116186,16927.44124,163081.6736,1,1.1,9,0.141177316,0.88993523,15.94805,68.75166,17.7,311.4,312,0,77.89328096088771
67,9.97769946,665.179964,1270.360338,1,0.1,9,0.278642766,0.888563658,14.52282,72.08583,14.8,314.0,316,0,76.10223867052196
337,455.8399383,30389.32922,392283.3346,1,13.3,9,0.124242512,0.890071504,15.15665,73.10275,12.1,155.7,154,0,
66,9.614953251,640.9968834,1201.716611,1,0.3,9,0.28074576,0.888538111,18.95048,72.94408,0.0,210.0,511,-128,71.1878353429754
63,8.572667084,571.5111389,1011.708121,1,3.4,9,0.287352447,0.888456752,21.70511,72.43422,0.0,265.0,511,-128,59.96009925304272
190,121.5569469,8103.79646,54019.55148,1,1.8,9,0.16546585,0.889729133,15.77668,72.89765,13.4,339.5,341,0,72.99930954882544
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,21.08307,72.63236,0.1,236.3,511,-128,68.86216464187709
207,148.4551469,9897.009793,72907.83255,1,14.4,9,0.158525817,0.88978936,22.70322,69.69917,10.3,183.1,511,-128,
274,283.9511963,18930.07975,192862.0829,1,8.1,9,0.137787523,0.889962979,22.61508,69.39832,14.9,255.0,256,0,63.97148233704282
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,20.83962,66.3952,10.9,139.9,141,0,88.84901574775368
238,205.2213143,13681.42095,118499.0845,1,8.3,9,0.147841614,0.889879968,21.70511,72.4342,0.0,237.0,194,0,61.67656366198873
333,443.6120306,29574.13537,376605.165,1,11.6,9,0.124986486,0.890065638,22.8148,63.13906,13.6,114.0,112,0,
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,17.42215,72.74107,10.3,350.0,353,-8,85.67803270087632
20,0.464588702,30.97258011,12.76392562,1,0.1,9,0.51,0.884192891,22.59973,69.79703,6.0,239.1,511,-128,64.04131471735076
189,120.0665712,8004.43808,53029.12501,1,10.0,9,0.165903012,0.889725302,12.28705,72.43657,16.3,310.0,311,0,
59,7.28871014,485.9140093,793.1536328,1,0.1,9,0.29693348,0.888335713,19.18047,70.98361,0.0,317.3,511,-128,74.88711294765025
47,4.135995284,275.7330189,339.0403213,1,0.2,9,0.332687317,0.887849315,9.139684,76.07417,13.7,147.0,147,0,69.67178107633147
189,120.0665712,8004.43808,53029.12501,1,11.2,9,0.165903012,0.889725302,22.90161,70.27973,5.2,69.8,511,-128,
187,117.1162267,7807.748447,51086.58897,1,9.7,9,0.166787835,0.889717535,22.6378,69.0991,18.9,246.0,245,0,
147,66.47854532,4431.903021,21847.59116,1,15.4,9,0.188116334,0.889524644,12.68983,73.25832,17.7,340.0,342,0,
193,126.089021,8405.934733,57068.59857,1,10.9,9,0.164174809,0.88974042,21.70511,72.43422,0.0,340.0,194,0,
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,19.74709,70.37859,17.2,145.1,145,0,74.99612755845006
188,118.5863348,7905.755653,52051.50228,1,8.9,9,0.166343659,0.889721436,22.63747,69.14539,14.1,87.9,87,0,51.18129531792721
139,58.22171927,3881.447951,17906.42292,1,14.5,9,0.193454027,0.889474604,15.9487,68.75089,17.7,311.7,312,0,
31,1.442031529,96.13543527,69.79807301,1,0.1,9,0.409641858,0.886572486,21.62433,67.86631,19.3,310.0,441,0,68.54158632843671
17,0.303467383,20.23115889,6.738284271,1,8.9,9,0.553172667,0.882772791,21.10316,72.51617,0.0,0.0,511,-128,28.026192113031453
190,121.5569469,8103.79646,54019.55148,2,0.3,9,0.16546585,0.889729133,22.48564,69.84082,0.2,170.6,511,-128,77.8052445216934
188,118.5863348,7905.755653,52051.50228,1,0.1,9,0.166343659,0.889721436,18.23984,67.897,17.6,324.8,323,0,85.49474627575165
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.08036,72.62996,0.3,321.6,310,0,70.04475946502585
230,189.6062307,12640.41538,105235.0001,1,11.2,9,0.150390795,0.889858578,22.70905,69.70531,11.3,179.6,511,-128,
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,21.2064,72.27248,16.4,25.5,28,-3,90.15911743592525
70,11.11241561,740.8277073,1493.117592,1,3.1,9,0.272606467,0.888636069,19.38522,71.36301,0.0,181.3,224,8,61.42303701496481
130,49.65663452,3310.442301,14104.15985,1,0.1,9,0.200038458,0.889411858,16.78386,67.56412,15.6,131.7,133,0,82.23012601704355
199,135.4284091,9028.560607,63525.18868,2,16.5,9,0.161680869,0.889762116,22.18122,65.28374,12.7,140.7,143,0,
146,65.41302545,4360.868363,21324.44089,1,0.1,9,0.188759469,0.889518653,17.37577,68.62772,16.8,147.6,150,3,83.26824491483711
225,180.1897095,12012.6473,97493.638,2,0.4,9,0.152052622,0.889844557,22.44873,69.66994,0.0,0.5,90,-128,78.01732916879708
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,21.0488,72.54671,0.5,224.2,511,-128,68.86216464187709
186,115.6562355,7710.4157,50134.29093,1,9.4,9,0.167235588,0.889713598,12.14294,74.27424,21.6,156.9,156,0,
292,328.5840416,21905.60277,240077.2453,1,6.2,9,0.1334731,0.889997951,22.65573,69.15987,12.9,91.0,90,0,69.61957598108283
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,18.86776,72.86492,0.1,337.3,511,-128,87.16225508927813
126,46.09289147,3072.859431,12613.40173,1,13.0,9,0.203188864,0.88938143,22.63817,69.03643,20.0,264.2,265,0,
226,182.0519816,12136.79877,99008.94071,1,14.2,9,0.15171585,0.889847403,22.61487,69.39737,15.0,255.0,256,0,
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,20.92202,71.51511,0.2,239.4,511,-128,88.84901574775368
13,0.149245412,9.949694113,2.323982113,1,1.1,9,0.632577146,0.879064588,17.61749,69.1868,12.3,329.4,330,0,49.07876674406451
320,405.1118879,27007.45919,328657.676,1,10.9,9,0.1275,0.890045742,12.29413,70.68183,14.3,330.2,332,4,
97,24.6007649,1640.050993,4918.17768,2,0.1,9,0.231579071,0.8890947,21.98763,67.54865,10.5,276.0,275,0,76.55506814851958
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,21.57558,69.02987,13.2,147.0,148,0,75.81379931634147
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,20.31853,72.01476,0.0,191.3,511,-128,78.45069281413531
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,19.74293,67.92321,13.0,313.0,314,0,85.58691192091233
26,0.917844761,61.18965071,35.44338143,1,0.5,9,0.44729959,0.885797156,20.344,66.3163,12.9,142.0,144,0,59.76148919629162
330,434.5591709,28970.61139,365136.0205,1,11.7,9,0.125553321,0.890061163,12.69077,73.25799,17.7,340.0,342,0,
32,1.563919229,104.2612819,78.83204227,1,0.3,9,0.403190402,0.886694047,18.60504,71.02503,0.0,208.5,511,-128,64.09079719929795
59,7.28871014,485.9140093,793.1536328,1,0.3,9,0.29693348,0.888335713,19.49923,71.41114,0.1,268.5,348,0,70.11574550507113
128,47.85620189,3190.413459,13344.08011,1,0.1,9,0.201595201,0.889396855,20.50398,69.42902,11.5,339.3,337,0,82.09068746729119
333,443.6120306,29574.13537,376605.165,1,9.5,9,0.124986486,0.890065638,24.84423,66.9892,0.0,338.5,84,0,
148,67.5536591,4503.577273,22379.7183,1,10.7,9,0.187479729,0.889530563,22.93834,70.23855,2.3,216.7,222,0,
47,4.135995284,275.7330189,339.0403213,1,0.3,9,0.332687317,0.887849315,19.37351,72.0097,0.1,44.4,302,0,67.91075529245167
67,9.97769946,665.179964,1270.360338,1,0.3,9,0.278642766,0.888563658,9.138667,76.0748,13.7,148.0,147,0,71.33087122794284
333,443.6120306,29574.13537,376605.165,1,11.5,9,0.124986486,0.890065638,22.90176,70.28021,5.2,71.1,511,-128,
67,9.97769946,665.179964,1270.360338,1,0.2,9,0.278642766,0.888563658,17.30463,73.21243,0.0,212.1,311,0,73.09189701182262
81,15.88298078,1058.865385,2551.404479,1,0.3,9,0.253421037,0.888857538,20.43749,71.81642,2.1,208.7,226,13,73.1203695736678
190,121.5569469,8103.79646,54019.55148,1,10.2,9,0.16546585,0.889729133,22.61295,69.20715,15.9,116.0,116,0,
70,11.11241561,740.8277073,1493.117592,1,1.3,9,0.272606467,0.888636069,9.60907,71.25943,21.1,294.0,293,0,65.36531744520826
30,1.325937091,88.39580607,61.54115999,1,0.1,9,0.416413256,0.886441567,17.19432,66.02882,16.2,143.1,143,0,68.20969807957493
92,21.64418334,1442.945556,4058.757505,1,0.1,9,0.237788726,0.889028814,11.67932,64.05934,14.4,287.5,285,0,79.0766592762738
274,283.9511963,18930.07975,192862.0829,1,7.7,9,0.137787523,0.889962979,11.76245,71.97169,6.6,130.9,126,-16,65.58759618185721
190,121.5569469,8103.79646,54019.55148,2,3.2,9,0.16546585,0.889729133,22.48564,69.84081,0.1,286.0,511,-128,67.32538265845561
178,15.71023313,1047.348875,79272.27079,1,0.1,9,0.170952388,0.889680732,21.56826,68.00772,19.1,149.6,149,0,87.67809160566487
250,229.9184786,15327.89857,140521.2854,1,9.9,9,0.144249783,0.88990987,12.74767,74.44875,6.5,73.0,266,0,
170,93.66279258,6244.186172,36536.92149,1,8.4,9,0.174928557,0.889645211,22.65888,70.02829,0.2,180.0,511,-128,58.088880107343456
146,65.41302545,4360.868363,21324.44089,1,14.0,9,0.188759469,0.889518653,6.666471,77.49655,11.1,286.0,287,0,
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,19.69787,72.33005,0.4,111.0,213,-127,74.99612755845006
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,9.424071,73.70104,16.2,301.6,304,3,74.99612755845006
31,1.442031529,96.13543527,69.79807301,1,0.1,9,0.409641858,0.886572486,21.65377,72.55594,0.0,128.8,511,-128,68.54158632843671
337,455.8399383,30389.32922,392283.3346,1,13.7,9,0.124242512,0.890071504,15.30204,73.71082,13.1,246.2,511,-128,
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,20.31852,72.01475,0.0,191.3,511,-128,78.45069281413531
57,6.691320018,446.0880012,697.6683156,1,0.1,9,0.302097928,0.888268919,9.923535,76.18835,0.1,272.4,2,-12,74.555340241249
330,434.5591709,28970.61139,365136.0205,1,13.5,9,0.125553321,0.890061163,13.1631,73.086,13.4,328.0,331,0,
78,14.48538936,965.692624,2222.166307,1,0.2,9,0.258248539,0.888803016,19.23277,68.41739,15.6,273.4,272,0,74.5277568968222
41,2.933834547,195.5889698,202.551156,1,1.3,9,0.356199451,0.887495991,7.8978,76.73292,12.7,137.0,138,0,60.18558806581596
71,11.50626795,767.08453,1573.196688,1,0.4,9,0.270679895,0.888658897,12.99353,73.72651,15.1,146.7,149,3,70.6311402693768
59,7.28871014,485.9140093,793.1536328,1,7.0,9,0.29693348,0.888335713,15.77895,72.89677,13.4,339.4,342,0,53.67473626844987
32,1.563919229,104.2612819,78.83204227,1,4.1,9,0.403190402,0.886694047,18.53864,65.45322,14.5,132.1,129,4,52.30301591054847
51,5.073306687,338.2204458,460.5936791,1,0.3,9,0.319374388,0.888037162,9.780811,69.14384,13.0,285.2,291,0,68.70749921411013
66,9.614953251,640.9968834,1201.716611,1,0.2,9,0.28074576,0.888538111,9.047183,75.2996,14.5,145.3,143,0,72.9488611268552
51,5.073306687,338.2204458,460.5936791,1,0.1,9,0.319374388,0.888037162,20.43731,71.81631,2.1,211.0,228,13,73.47886665668925
114,36.2842904,2418.952693,8809.662077,1,11.9,9,0.213615493,0.889278794,15.41859,73.65208,19.7,157.3,511,-128,
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,9.137567,76.0755,13.7,148.0,147,0,76.38149581220101
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,6.40755,77.98081,13.4,282.9,286,0,76.51785318142954
117,38.61343457,2574.228971,9671.391141,1,2.0,9,0.210859049,0.88930622,9.424541,73.70026,16.2,301.1,304,5,68.2207207157953
37,2.262919394,150.8612929,137.209735,1,0.5,9,0.374959457,0.887192328,18.71915,70.8976,16.1,35.0,31,5,63.32789139206207
274,283.9511963,18930.07975,192862.0829,1,7.7,9,0.137787523,0.889962979,22.62375,69.72272,13.4,236.0,236,0,65.58759618185721
59,7.28871014,485.9140093,793.1536328,1,0.3,9,0.29693348,0.888335713,19.54071,70.54192,12.0,325.2,325,0,70.11574550507113
274,283.9511963,18930.07975,192862.0829,1,8.9,9,0.137787523,0.889962979,11.76203,71.9722,6.6,129.8,124,8,54.41318270185644
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,7.52583,76.07262,15.9,294.5,294,0,59.50062418547834
190,121.5569469,8103.79646,54019.55148,1,9.0,9,0.16546585,0.889729133,13.10657,80.30645,5.9,216.0,215,0,
188,118.5863348,7905.755653,52051.50228,1,8.9,9,0.166343659,0.889721436,11.93353,72.79184,16.0,314.0,316,-5,51.18129531792721
250,229.9184786,15327.89857,140521.2854,1,12.3,9,0.144249783,0.88990987,11.21742,71.27381,12.6,288.2,290,0,
55,6.123197717,408.2131811,610.7292539,1,0.3,9,0.307541571,0.888197299,16.28748,64.60248,12.8,30.0,33,0,69.43935284791428
315,390.8075259,26053.83506,311405.068,1,15.1,9,0.128507921,0.890037728,12.92407,74.79483,6.3,80.0,76,0,
102,27.77305436,1851.536957,5899.521184,2,4.9,9,0.225831796,0.889154632,22.2509,64.29774,9.7,285.0,282,0,59.35085774873003
149,68.63838194,4575.892129,22920.90991,1,0.1,9,0.186849543,0.889536413,10.55227,71.77142,12.8,327.0,331,0,83.44911229659357
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,19.69785,72.33007,0.4,113.3,210,0,85.58691192091233
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,9.587172,75.90282,11.2,338.4,339,0,74.72277479647694
190,121.5569469,8103.79646,54019.55148,1,10.1,9,0.16546585,0.889729133,6.666772,77.49556,11.1,286.7,287,0,
90,20.52124115,1368.082743,3747.026238,2,0.1,9,0.240416306,0.889000574,21.98782,67.54655,10.5,275.0,275,0,75.86275132091515
300,349.5629414,23304.19609,263432.5139,1,17.9,9,0.131681434,0.890012362,12.7786,67.93443,19.3,307.0,308,0,
188,118.5863348,7905.755653,52051.50228,1,0.1,9,0.166343659,0.889721436,18.24308,67.89465,17.7,325.5,324,0,85.49474627575165
337,455.8399383,30389.32922,392283.3346,1,9.4,9,0.124242512,0.890071504,15.41757,73.65253,19.9,158.8,511,-128,
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,20.31846,72.01483,0.0,191.3,511,-128,78.45069281413531
174,98.92125956,6594.750637,39656.62541,1,0.1,9,0.172906193,0.889663325,11.38542,73.54533,14.6,306.0,310,0,84.81826742225847
105,29.78122586,1985.415057,6550.812273,1,0.2,9,0.222582248,0.889188082,18.07198,70.6293,20.9,329.0,329,0,77.2827601144066
60,7.59848933,506.5659553,844.25217,1,0.2,9,0.294448637,0.888367459,18.71142,72.09676,12.2,193.7,192,-3,72.0381209746384
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,21.6185,65.57024,13.9,137.5,140,0,79.5653681051594
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,15.65373,81.79801,9.3,227.0,233,0,85.58691192091233
57,6.691320018,446.0880012,697.6683156,1,0.3,9,0.302097928,0.888268919,9.923538,76.18836,0.0,70.3,2,-18,69.78397279866988
168,91.09308926,6072.872617,35043.65892,1,0.1,9,0.175966718,0.889635874,7.89675,76.73386,12.7,138.0,138,0,84.51007188769616
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,18.71982,70.8981,16.0,35.0,31,0,74.38469542254707
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,16.90044,70.17973,17.0,323.3,325,9,59.50062418547834
45,3.708538853,247.2359235,287.862802,1,0.1,9,0.34,0.88774248,17.2105,69.89273,9.4,323.0,321,0,72.25579011911401
188,118.5863348,7905.755653,52051.50228,1,8.6,9,0.166343659,0.889721436,11.93419,72.79113,16.0,313.7,316,0,57.204706028862155
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,19.91227,70.70683,11.0,350.1,511,-128,68.86216464187709
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.11067,75.0398,11.3,325.7,327,0,70.04475946502585
78,14.48538936,965.692624,2222.166307,1,0.1,9,0.258248539,0.888803016,17.31702,69.38077,16.5,138.8,140,0,77.53809855552153
67,9.97769946,665.179964,1270.360338,1,0.3,9,0.278642766,0.888563658,9.136483,76.07616,13.7,148.0,147,0,71.33087122794284
56,6.403622523,426.9081682,653.1604565,1,2.1,9,0.304783295,0.888233746,18.53761,65.45444,14.5,132.0,129,4,61.106983510834276
174,98.92125956,6594.750637,39656.62541,1,0.6,9,0.172906193,0.889663325,15.41355,73.79999,9.2,111.5,511,-128,77.03547388668704
92,21.64418334,1442.945556,4058.757505,1,0.2,9,0.237788726,0.889028814,11.55104,74.09225,16.0,147.5,150,0,76.06631761757447
149,68.63838194,4575.892129,22920.90991,1,11.6,9,0.186849543,0.889536413,14.85812,87.24972,12.3,32.4,34,0,
69,10.72639402,715.0929347,1415.995646,1,0.2,9,0.27457477,0.888612605,19.37927,71.09741,6.9,118.0,120,0,73.37115415350168
275,286.3379219,19089.19479,195298.8121,1,11.7,9,0.137536772,0.889965022,12.23419,65.68611,13.2,116.0,121,0,
63,8.572667084,571.5111389,1011.708121,1,3.0,9,0.287352447,0.888456752,21.61039,68.63807,4.5,276.1,284,0,60.58046992519309
64,8.91247548,594.165032,1072.454364,1,0.2,9,0.285098667,0.888484696,9.530873,68.62584,13.8,106.7,102,0,72.65561028665192
300,349.5629414,23304.19609,263432.5139,1,18.0,9,0.131681434,0.890012362,12.73792,80.51677,14.2,164.0,168,0,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.08036,72.62995,0.2,322.3,308,0,70.04475946502585
65,9.259891293,617.3260862,1135.769315,1,7.2,9,0.2828971,0.888511803,15.4166,73.65293,17.8,155.0,511,-128,54.12467852946028
238,205.2213143,13681.42095,118499.0845,1,8.4,9,0.147841614,0.889879968,21.69757,72.31761,9.3,262.5,511,-128,61.00449827751621
59,7.28871014,485.9140093,793.1536328,1,6.7,9,0.29693348,0.888335713,7.283755,77.91261,15.0,132.7,135,3,54.31593747437208
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,8.031266,76.78948,11.0,314.0,314,0,85.58691192091233
29,1.215555418,81.03702787,54.01861487,1,0.1,9,0.423531947,0.886300107,21.06313,68.50956,14.1,332.4,336,0,67.86571081300637
300,349.5629414,23304.19609,263432.5139,1,17.9,9,0.131681434,0.890012362,24.65638,66.9202,1.5,109.3,1,-127,
63,8.572667084,571.5111389,1011.708121,1,3.0,9,0.287352447,0.888456752,21.61793,65.57079,13.8,137.5,140,0,60.58046992519309
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,10.67776,67.7831,7.6,127.4,511,-128,75.81379931634147
130,49.65663452,3310.442301,14104.15985,1,0.1,9,0.200038458,0.889411858,16.78098,67.56747,15.6,131.6,133,0,82.23012601704355
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,7.980515,63.07983,9.6,271.8,511,-128,85.58691192091233
250,229.9184786,15327.89857,140521.2854,2,12.3,9,0.144249783,0.88990987,22.17851,65.28607,12.7,140.3,143,0,
196,130.712745,8714.183,60236.288,1,2.3,9,0.162913524,0.88975141,12.7493,74.5201,11.7,341.2,343,5,72.16686183680268
190,121.5569469,8103.79646,54019.55148,1,10.1,9,0.16546585,0.889729133,12.92417,74.79541,6.2,79.0,75,0,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,18.94812,72.30101,7.7,286.0,290,11,74.72277479647694
333,443.6120306,29574.13537,376605.165,1,13.2,9,0.124986486,0.890065638,11.96358,74.13638,4.9,143.9,511,-128,
176,101.6102237,6774.014913,41284.5362,1,7.1,9,0.171920965,0.889672114,11.93476,72.79053,16.0,313.7,316,0,63.47337490521228
79,14.94311304,996.207536,2328.321354,1,0.2,9,0.256608849,0.888821623,9.611032,71.25499,21.2,293.4,293,-4,74.64725135179958
289,320.8986836,21393.24557,231703.8244,1,9.6,9,0.134164079,0.889992376,11.95943,64.14034,13.6,282.9,282,0,
69,10.72639402,715.0929347,1415.995646,1,6.6,9,0.27457477,0.888612605,20.15272,71.79525,0.1,332.4,511,-128,56.00813355714302
71,11.50626795,767.08453,1573.196688,1,1.8,9,0.270679895,0.888658897,13.38698,73.97597,10.6,341.0,344,0,64.06451314352164
180,107.108104,7140.540267,44680.16785,1,6.4,9,0.17,0.889689184,7.482954,75.73499,11.4,109.1,114,0,65.11791693192883
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,11.6865,63.26451,17.8,289.1,287,-8,76.51785318142954
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,21.57247,69.03194,13.2,147.0,147,0,75.66595194535125
66,9.614953251,640.9968834,1201.716611,1,0.5,9,0.28074576,0.888538111,18.95051,72.94418,0.0,63.0,511,-128,68.96876396070999
70,11.11241561,740.8277073,1493.117592,1,3.5,9,0.272606467,0.888636069,20.34118,66.3186,12.9,142.0,144,0,60.81393585004814
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,9.411075,72.03531,21.0,113.7,114,0,85.58691192091233
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,10.33199,74.52942,11.9,141.2,142,0,68.86216464187709
125,45.22511193,3015.007462,12258.87945,1,0.1,9,0.204,0.889373552,20.56063,71.87878,5.8,64.7,76,13,81.87703572583936
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,18.7308,72.33064,7.6,198.4,198,0,74.38469542254707
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.48687,74.46316,18.8,137.2,138,5,70.04475946502585
35,1.965113063,131.0075375,111.0356943,1,0.1,9,0.385523762,0.887011995,21.06377,68.50922,14.1,333.4,335,0,69.76287797143875
139,58.22171927,3881.447951,17906.42292,1,13.6,9,0.193454027,0.889474604,16.50731,73.21835,4.4,355.5,354,-127,
146,65.41302545,4360.868363,21324.44089,1,0.1,9,0.188759469,0.889518653,7.801752,77.43252,17.9,109.0,106,0,83.26824491483711
280,298.4350463,19895.66975,207805.0188,1,17.8,9,0.136303233,0.889975054,12.12244,74.83903,12.1,336.0,336,0,
170,93.66279258,6244.186172,36536.92149,1,0.3,9,0.174928557,0.889645211,16.43313,69.14743,15.4,325.3,328,0,79.84274374720786
148,67.5536591,4503.577273,22379.7183,1,0.1,9,0.187479729,0.889530563,10.31101,74.5978,13.1,340.1,339,0,83.38926534671516
180,107.108104,7140.540267,44680.16785,1,10.1,9,0.17,0.889689184,12.92406,74.80195,1.6,249.5,511,-128,
92,21.64418334,1442.945556,4058.757505,1,0.1,9,0.237788726,0.889028814,11.54997,74.09291,16.1,147.8,150,0,79.0766592762738
149,68.63838194,4575.892129,22920.90991,1,0.1,9,0.186849543,0.889536413,10.54003,67.66704,15.2,104.3,101,0,83.44911229659357
75,13.16068149,877.378766,1924.415591,1,0.1,9,0.263362868,0.888744383,17.19072,66.03161,16.1,143.7,143,5,77.16939474504203
187,117.1162267,7807.748447,51086.58897,1,9.5,9,0.166787835,0.889717535,11.93537,72.78986,16.0,313.6,316,0,
66,9.614953251,640.9968834,1201.716611,1,0.5,9,0.28074576,0.888538111,8.96277,76.41631,10.9,154.6,152,0,68.96876396070999
245,219.4414058,14629.42705,131026.507,1,13.7,9,0.145714286,0.889897712,11.92565,62.47779,12.5,110.0,106,0,
105,29.78122586,1985.415057,6550.812273,1,0.3,9,0.222582248,0.889188082,8.032017,76.7887,11.0,314.0,313,0,75.52173433052681
93,22.21839332,1481.226221,4221.339432,1,0.1,9,0.236506837,0.889042513,21.69748,72.31664,9.4,263.3,511,-128,79.17667033112737
73,12.31760526,821.173684,1742.491715,1,0.1,9,0.266946201,0.888702757,18.86526,72.85934,0.2,270.0,511,-128,76.91459617501177
80,15.40896654,1027.264436,2438.044155,1,7.2,9,0.255,0.888839792,6.902767,73.54425,13.0,164.0,163,0,56.086337679180495
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,10.67732,67.78367,7.8,129.5,511,-128,75.81379931634147
274,283.9511963,18930.07975,192862.0829,1,7.9,9,0.137787523,0.889962979,11.73215,61.48513,13.6,289.0,294,0,64.85149570136132
199,135.4284091,9028.560607,63525.18868,1,16.5,9,0.161680869,0.889762116,11.21814,71.27157,12.6,287.3,290,0,
230,189.6062307,12640.41538,105235.0001,1,0.2,9,0.150390795,0.889858578,11.35247,65.89635,11.5,106.0,108,0,84.22678539388569
259,249.4524053,16630.16035,158804.5138,2,0.1,9,0.141721354,0.889930754,22.53738,69.76524,5.0,118.3,121,0,85.2395701159663
68,10.34816741,689.8778273,1341.765027,1,3.8,9,0.276586334,0.888588479,6.7606,78.25504,9.1,299.3,303,0,60.10529819139188
170,93.66279258,6244.186172,36536.92149,1,0.3,9,0.174928557,0.889645211,7.34617,77.74094,14.4,148.2,150,0,79.84274374720786
168,91.09308926,6072.872617,35043.65892,1,0.1,9,0.175966718,0.889635874,7.87795,76.75082,12.7,137.0,138,0,84.51007188769616
68,10.34816741,689.8778273,1341.765027,1,0.1,9,0.276586334,0.888588479,8.380783,83.05885,16.3,21.0,24,0,76.24297982338564
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,14.43333,73.96699,8.8,334.0,336,0,74.38469542254707
179,105.7186097,7047.907313,43813.55204,1,12.4,9,0.170474199,0.889684979,5.725214,79.93388,13.3,116.1,117,0,
31,1.442031529,96.13543527,69.79807301,1,0.1,9,0.409641858,0.886572486,10.71616,65.2374,20.4,286.8,287,0,68.54158632843671
292,328.5840416,21905.60277,240077.2453,1,10.3,9,0.1334731,0.889997951,12.39612,72.22604,11.9,309.0,310,0,
